"identification_number","mode_of_attendance_code","type_of_attendance_code","nesb_indicator","citizenship_indicator","study_area","course_level","raw_comment","train_category"
3430131033554,"Internal","Full-time","English speaking background","Domestic","Computing and Information Systems","Undergraduate","The time given for the online quiz is too short and student always panic and have little time to think, calculate before answering a question.
It would be a great benefit to student to pass the quiz if it is made possible to revisit question previously answered during the quiz .","OK"
3430131033555,"Internal","Full-time","English speaking background","Domestic","Creative arts","Undergraduate","Slowly explains course content and gives student time to digest the topic and ask question.","OK"
3430131033556,"Internal","Full-time","English speaking background","Domestic","Creative arts","Undergraduate","The teacher is very responsible and takes us to do a lot of quizzes in every class.","OK"
3430131033557,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","nothing","OK"
3430131033558,"Internal","Full-time","English speaking background","Domestic","Teacher education","Undergraduate","I am the only one in this class, but the teacher teaches me very attentively.","OK"
3430131033559,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","Nothing","OK"
3430131033560,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","I am the only one in this class, but the teacher teaches me very attentively.","OK"
3430131033561,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","Nothing","OK"
3430131033562,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","Even at the final week I only can see one assignment grade. It makes me anxious and confused, and I have no feedback on how to improve the work.","OK"
3430131033563,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","The lecturer is friendly and make sure everyone understand what she teach and she make the class very engaging","OK"
3430131033564,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","slide content because it is too simple and I think it can be added more example and stuff","OK"
3430131033565,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","Her communication with student is excellent","OK"
3430131033566,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","nothing everything is perfect","OK"
3430131033567,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","It's quite useful, about consolidation and stuff.","OK"
3430131033568,"Internal","Full-time","English speaking background","Domestic","Teacher education","Undergraduate","Technical assignment two is a bit difficult...I feel like some questions is not being assessed during tutorials... maybe it's just me.","OK"
3430131033569,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","Shes's very helpful, she's friendly and open to any questions","OK"
3430131033570,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","Please be a bit slower when browsing/ going through the tutorial questions.","OK"
3430131033571,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Undergraduate","Her lecture is a bit boring, but maybe just me, or it's just the content is boring.","Language"
3430131033572,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Undergraduate","The lecture slides can be better in my opinion","OK"
3430131033573,"Internal","Full-time","English speaking background","Domestic","Creative arts","Undergraduate","slides did not add value if anything it was more confusing and info dumped - lecturers just read off them
Use more simple integrated examples to contextualise these things into real life","OK"
3430131033574,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","Engaging","OK"
3430131033575,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Undergraduate","Less book content and provide more practice on the real case study.","OK"
3430131033576,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","follow the teaching guideline and responsible","OK"
3430131033577,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","In a funny way and not that boring.","OK"
3430131033578,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","no device and participate signature","OK"
3430131033579,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","nice and patient","OK"
3430131033580,"Internal","Full-time","English speaking background","Domestic","Health services and support","Undergraduate","I like how the quizzes were not timed (meaning the 24 hour period was pretty good) since I tend to have a lot of anxiety during exams which causes me to forget things no matter how much I revise. Having the quizzes structured like that allowed me to really use the best of my knowledge in the right headspace to complete it.","OK"
3430131033581,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Undergraduate","I think this course has been quite overwhelming for me,
The instructors did their best to teach each lesson which I greatly appreciate but personally I have been struggling trying to grasp all the details. Week by week I have a decent understanding of the topic and can complete the tutorial exercises but as more content was introduced each week it became a bit overwhelming as some parts overlapped. I've been reading the textbook, watching the lectures and completing the course content and I've found it a bit hard in some cases such as some little things would confuse me like the journal entries being slightly differently structured in the textbook or the act of combining journal entries which could be stressful under time constraints.
I've complied notes of everything I could and have been dedicating many many hours each week to practice and understand which hopefully would allow me to do well on the exam. I just believe the course content could be simplified a little more as it was a big jump in skill from say X .
Thanks :)","OK"
3430131033582,"Internal","Full-time","English speaking background","Domestic","Engineering","Undergraduate","Using one company as the example teaching, and the other as group study. Homework is also interesting related to the content of the week for practicing and refreshing the mind.","OK"
3430131033583,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Undergraduate","Giving effective feedbacks for group work and homework, and also commenting on JB-hifi about every knowledge we learned and relevant","OK"
3430131033584,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Undergraduate","Group work each week really help the unity of the group. Discussion during the lecture is heated.","OK"
3430131033585,"Internal","Full-time","English speaking background","Domestic","Business and management","Undergraduate","Encourage students' participation","OK"
3430131033586,"Internal","Full-time","English speaking background","Domestic","Communications","Undergraduate","This is honestly one of the worst subjects I have ever taken in UNSW. The entire course was disorganised and a mess. I felt like I was in the 9th circle of hell while doing this course. It is supposed to be a capstone course, why do we have so many segues? This actually made us lose our momentum and focus. And the segues are so disconnected to the actual focus of the course. For a capstone course, I am mad at how low the weighting is for the project itself, and instead putting so much weight on the reflections. Have reflections, fine, but not as 40% of the grade. And honestly, 10 reflections, then randomly grading 4 is annoying. Plus, having high expectations for the reflections but not even giving us the weekend to do it is atrocious. Honestly, the reflections made an already terrible course worse.
We learned nothing about how to be consultants here. I was expecting more practical assessments, like ppt layout, selling ideas, how to think. Instead, we got a rubbish argument-based assessment that was so bloody disorganized and off-topic. We could have used week 6 to refine our presentations, but instead, we wasted our time on that nonsense.
It is hypocritical how they expect so much from us, but couldn't be organised themselves. There are times Moodle is not up to date, or we have multiple submission links for the same thing, but yet, no clarity what are they for.
Additionally, the teaching team is very inconsistent in their deadlines. Tutor will say one date, while Moodle says otherwise. Sometimes, the deadlines do not even appear in Moodle. This isn't the only subject that I am taking, at least make your deadlines and expectations clear.
I learned absolutely nothing from this course and I'm honestly regretting my decision to sign up for this class and pay the tuition for it. The only thing that made it worthwhile is my group became close.","Language"
3430131033587,"Internal","Full-time","English speaking background","Domestic","Creative arts","Postgraduate (Coursework)","There is really something need to be improved. I am not only talking about this course but the whole Electrical Engineering teaching faculty.
1. Please make it COMPULSORY for every course having a platform for students to ask questions. Is that so hard to do that???
2. Who decide the camera location in the lecture room so far away from the blackboard? Who decide thee camera location in the lecture room can only film the half of the blackboard. You are really a genius. And the faculty doesn't realize this is a problem is really another miracle. GOOD JOB!!
3. The lecture recording's quality is really bad as shit due to the reason2. I can't see anything on the board which is impossible for students to follow the recording. This is really a big ISSUE that drives people mad. There is so much knowledge needed to absorb in this course and this really gives people a feeling that the teaching is not really care about students' feeling and don't really want to offer much help and guidance.
4. If this still happen in the future, then I would say you are welcome to rob me directly by asking high tuition fee but offering so less help.","Language"
3430131033588,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Postgraduate (Coursework)","I had trouble with his accent and had trouble understanding him.","Cultural"
3430131033589,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Postgraduate (Coursework)","Attractive.","Appearance"
3430131033590,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Coursework)","Vivid teaching and assignments with enough guidances.","OK"
3430131033591,"Internal","Full-time","English speaking background","Domestic","Teacher education","Postgraduate (Coursework)","It is good enough","OK"
3430131033592,"Internal","Full-time","English speaking background","Domestic","Architecture and built environment","Postgraduate (Coursework)","Vivid teaching with patience and set full examples and details for students","OK"
3430131033593,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Postgraduate (Coursework)","It is good enough.","OK"
3430131033594,"Internal","Full-time","English speaking background","Domestic","Teacher education","Postgraduate (Coursework)","generally, this course is really interesting and attractive to me, it is different to other courses that I choose to learn, students have more autonomy by group studies. The class vibe is really good, tutor's teaching skills is really amazing","OK"
3430131033595,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Postgraduate (Coursework)","The content was rich with useful information. I appreciated the depth of the material and the practical insights provided. The course has significantly enhanced my understanding of the subject matter.","OK"
3430131033596,"Internal","Full-time","English speaking background","Domestic","Creative arts","Postgraduate (Coursework)","One area for improvement is the timeline of the course. Having two 3-hour sessions in a week can be quite demanding. A more evenly distributed schedule could help in managing the workload better and allow for more effective absorption of the material.","OK"
3430131033597,"Internal","Full-time","English speaking background","Domestic","Teacher education","Postgraduate (Coursework)","the first class should introduce the outline about this class. Because there are many knowledges are details and we don't know what knowledge will teach us","OK"
3430131033598,"Internal","Full-time","English speaking background","Domestic","Computing and Information Systems","Postgraduate (Coursework)","I hope that the chief professor could provide the steps in weekly quiz.","OK"
3430131033599,"Internal","Full-time","English speaking background","Domestic","Teacher education","Postgraduate (Coursework)","We jumped from topic to topic without discussing how to apply them which was very confusing when doing the tutorial questions.
This was fixed in Week 9 with supplemental examples but it would have been nice if this was started at the beginning of the term.","OK"
3430131033600,"Internal","Full-time","English speaking background","Domestic","Psychology","Postgraduate (Coursework)","The professor is really amiable and I love her very much, almost my favourite professor.","OK"
3430131033601,"Internal","Full-time","English speaking background","Domestic","Law and paralegal studies","Postgraduate (Coursework)","Nothing and everything is perfect :)","OK"
3430131033602,"Internal","Full-time","English speaking background","Domestic","Teacher education","Postgraduate (Coursework)","Amazing and amiable and always ready to teach us with best preparations. She always gives us best chances to improve ourselves.","OK"
3430131033603,"Internal","Full-time","English speaking background","Domestic","Business and management","Postgraduate (Coursework)","Nothing!","OK"
3430131033604,"Internal","Full-time","English speaking background","Domestic","Teacher education","Postgraduate (Coursework)","It was so fun learning all this new things about the body!!
Both course convenors (X & X ) were amazing! 🫶🫶
Entertaining and engaging (live) lectures and labs, with constant support were really helpful.","OK"
3430131033605,"Internal","Full-time","English speaking background","Domestic","Health services and support","Postgraduate (Coursework)","The answer to the technical assignment 2 could be more clear, like attach the questions rather than only having the answer.","OK"
3430131033606,"Internal","Full-time","English speaking background","Domestic","Health services and support","Postgraduate (Coursework)","The in-class activities were very helpful, as was the interactive style of classes where we engaged in discussions rather than it being more akin to a lecture.","OK"
3430131033607,"Internal","Full-time","English speaking background","Domestic","Communications","Postgraduate (Coursework)","More feedback could be given on assignments, and more non-graded practice questions could be provided (with inbuilt feedback, such as with Moodle practice quizzes) for more understanding checks.","OK"
3430131033608,"Internal","Full-time","English speaking background","Domestic","Health services and support","Postgraduate (Coursework)","The course teaches everyting so fast, especially on topic 1 and 4, probably UNSW should reduce the total content and divide content into several weeks.","OK"
3430131033609,"Internal","Full-time","English speaking background","Domestic","Health services and support","Postgraduate (Coursework)","Loved the course overall. Having completed 7 subjects so far Economics alongside Strategy Intensive in Term 2 2023 with X were my two favourite courses so far.
- Course material was very well structured and there was a good balance of theory & practice through exercises and discussions forum posts
- The group assignment was very interesting and relevant for me and finding out something new about an area I was quite interested in by learning with others and applying course concepts
- At time of writing this I'm still in the process of writing my final assignment but it is quite 'fun' to work on it applying course concepts by learning more about my focus country, which was actually one of 2 countries I had on my shortlist for my next holiday so great time to look into it a bit closer.
- Really enjoyed the new Intensive mode of 4 Sunday's such a great study mode giving me at least 1 day of in the Intensive weeks. If I had the choice between the standard intensives and this new mode I would prefer this.
Feedback for AGSM: Please offer more courses in this mode or F2F mode in general! I really dislike the move that almost all courses are offered online only these day with very limited F2F options! Not worth the money we are paying for at AGSM to mainly get Online Only offers.","OK"
3430131033610,"Internal","Full-time","English speaking background","Domestic","Health services and support","Postgraduate (Coursework)","Feedback on the delivery of this class
I was most disappointed in the actual weekly classes. The online mode was by far the worst mode so far at AGSM and not worth the money I paid for. We spend approx 20% of time of the class time on course content and the rest of class time was spend on question on assignments (in the first few weeks) where it felt like people haven't read the assessment criteria or in breakout rooms and then having individuals brief back on their stories in the breakout rooms which took up a lot of class time. I would have preferred using the classes to go through the actual course material and hear from X on some real world examples (60% to 70% of class time) then there could be 20% of class time in breakout rooms and the balance of 10% to 20% on general Q&A.
Feedback for AGSM:
It is very disappointing to have this subject not offered at all in F2F mode and the general trend of AGSM going towards online delivery modes and away from F2F. This was my first course undertaken online and by a large margin was the worst delivery mode and I'm being charged as much for F2F modes. Lucky ahead for me is the Executive Year which is in person. I initially planned to go with the MBAX stream but due to the direction AGSM is going away from F2F offering this is no longer an option for me.
The M&A course would be perfect for an Intensive Mode in weeks 4 & 9. Week 4 is covering the first 4 weeks and get students ready for the individual assignment and Week 9 is covering the balance of the material and again getting students ready for the group assignment. This would have been a much better learning experience.","OK"
3430131033611,"Internal","Full-time","English speaking background","Domestic","Health services and support","Postgraduate (Coursework)","I didn't enjoy the delivery mode of this subject at all. This is the 2nd time I had X and last time it was in the X which I rate as one of my Top 2 classes (both for content and delivery mode) alongside Economics with X in Intensive mode. However M&A in the Online mode ranks at the bottom of my list mainly driven by the learning experience the Online mode provided compared to all other F2F classes I had so far.
More time should have been spend on actually going through the course content and hear from X on her industry experiences or even bring in guest speakers as it was done in Strategy, but this delivery mode had very little of this.
Again as mentioned before negative feedback is more so directed at AGSM by offering less and less F2F classes and moving to online classes which just have a way worse learning experience for me and are not worth the money I'm being charged for.","OK"
3430131033612,"Internal","Full-time","English speaking background","Domestic","Creative arts","Postgraduate (Research)","In my opinion, I think her teaching was could be improved. Most of her teaching in week 1 and 2 I feel mostly consisted of her reading of the presentation slides, so I never felt the need to attend any lectures following week 2. A time I remember this is on the explanation on decision making models (I believe on week 2), some of the models explained like rational decision making model I felt like didn't make much sense and the parts of 7-ethical steps was not elaborated enough. I also had trouble listening to her explaination as sometimes her speech was incoherent but that is only a small issue. I feel like these two bad experiences on week 1 & 2 left a bad taste for me in X. However, I believe professor X is good hearted, kind in nature with students in mind. Perhaps this had to do with the fact X lectures are two hours long.","Cultural"
3430131033613,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","all are very nice","OK"
3430131033614,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Postgraduate (Research)","nothing","OK"
3430131033615,"Internal","Full-time","English speaking background","Domestic","Medicine","Postgraduate (Research)","Firstly, I hope we could provide the answers and keys about quiz one and quiz two.
Secondly, I hope wo could improve the setting of not going back when quizzing.","OK"
3430131033616,"Internal","Full-time","English speaking background","Domestic","Medicine","Postgraduate (Research)","he knows what he is talking about.
he never tried to bullshit his way out of any question or discussion. he always answered very logically and professionally.
sorry for the language. but the reason i chose this word is because some lecturers have tried to do so.","Language"
3430131033617,"Internal","Full-time","English speaking background","Domestic","Psychology","Postgraduate (Research)","Patience","OK"
3430131033618,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Postgraduate (Research)","The lectuers should write the knowledge down to the board and paper and stop reading the slides. What do you expect students to learn by reading the slides all the time. So useless and I never truely understand the contents. Just imgaine you had an accounting class and having the professor who is reading the slides all time. Very frustrated.","OK"
3430131033619,"Internal","Full-time","English speaking background","Domestic","Psychology","Postgraduate (Research)","Maybe just the structure a bit more. The major report is a massive aspect of this course and it was crucial in helping me be aware of the balance between time pressure and practicality when it comes to doing analysis of data/presenting the results. At the same time, 50% of the course total grade is way too fuckin much lmfao.","Language"
3430131033620,"Internal","Full-time","English speaking background","Domestic","Psychology","Postgraduate (Research)","Organised","OK"
3430131033621,"Internal","Full-time","English speaking background","Domestic","Creative arts","Postgraduate (Research)","Hopefully length of the quiz could be adjusted","OK"
3430131033622,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","Helpful, would help us to deal with questions after class, this is his private time!","OK"
3430131033623,"Internal","Full-time","English speaking background","Domestic","Creative arts","Postgraduate (Research)","Nah","OK"
3430131033624,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","I hope quiz can be accessed all the time every week. It is not easy to miss the quiz. You can also review your knowledge immediately after class.","OK"
3430131033625,"Internal","Full-time","English speaking background","Domestic","Engineering","Postgraduate (Research)","too complex and difficult if we want to get full marks in participation.","OK"
3430131033626,"Internal","Full-time","English speaking background","Domestic","Engineering","Postgraduate (Research)","Sometimes the teaching of some course content can be more attractive, and it is better to use some examples to expand and supplement it appropriately.","OK"
3430131033627,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","The explanation is very detailed, sufficient topic practice, good course content arrangement makes people not feel monotonous.","OK"
3430131033628,"Internal","Full-time","English speaking background","Domestic","Creative arts","Postgraduate (Research)","can enhance bit more the interaction between learners.","OK"
3430131033629,"Internal","Full-time","English speaking background","Domestic","Teacher education","Postgraduate (Research)","nice, kind and detailed.","OK"
3430131033630,"Internal","Full-time","English speaking background","Domestic","Medicine","Postgraduate (Research)","This is not how DSA should be taught.
Providing students with entire code and asking them to fill in the blanks in a few lines of code is not how you test DSA concepts.
Quizzes and Assignments could have used Edstem's coding platform so that students could write the ENTIRE CODE THEMSELVES and submit it with auto marking. There are so many platforms if you guys are unable to use Edstem properly.
The lecturer has such a strong Chinese accent, WHY? Get a lecturer like X from X.
And whats with reading from slides or in this case a git repo.
DSA is NOT A JOKE. Its very crucial when students apply for jobs and you guys have taken it very lightly. GET YOUR SHIT TOGETHER UNSW.
A better teaching plan -
1 week of C concepts (because students are doing this course after X)
Go hard on different data structures and algorithms
All sorting algorithms
LLs, graphs, maps
bitwise ops
Students pay a lot and frankly they are not getting any value in return from this course.","Language"
3430131033631,"Internal","Full-time","English speaking background","Domestic","Medicine","Postgraduate (Research)","I understand the importance of ethics in the business world.","OK"
3430131033632,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","I need to do more multiple-choice.","OK"
3430131033633,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","She is very nice and patient.","OK"
3430131033634,"Internal","Full-time","English speaking background","Domestic","Medicine","Postgraduate (Research)","Students can have more participation.","OK"
3430131033635,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","I learned a lot.","OK"
3430131033636,"Internal","Full-time","English speaking background","Domestic","Medicine","Postgraduate (Research)","I need to do more multiple-choice.","OK"
3430131033637,"Internal","Full-time","English speaking background","Domestic","Science and mathematics","Postgraduate (Research)","she is very patient to us, and it's very clear to understand.","OK"
3430131033638,"Internal","Full-time","English speaking background","Domestic","Humanities, culture and social sciences","Postgraduate (Research)","I had never been exposed to majority of the content and frameworks, which allowed for a lot of growth and learning. Viewing my organisation from different perspectives and challenging my current position was really interesting.
I really enjoyed having the opportunity to discuss the case study content with my fellow students. It was great to engage in a more visual and real time setting and take discussions and dialogues out of the online setting. It would be great to see this course and more courses use a variety of dialogue settings (written and videoconferences) to assess the performance of students in the future. This would allow additional flexibility in how the courses are delivered and allow students to elect either a written or verbal assessment according to their strengths.","OK"
3430131033639,"Internal","Full-time","English speaking background","Overseas","Psychology","Undergraduate","This was a challenging course. Online lectures was the BEST thing.","OK"
3430131033640,"Internal","Full-time","English speaking background","Overseas","Humanities, culture and social sciences","Undergraduate","The course is difficult, but that isn't really an area for improvement!","OK"
3430131033641,"Internal","Full-time","English speaking background","Overseas","Business and management","Undergraduate","I only attended maybe one or two lecture's of his online, mostly watching Professor X's recordings.","OK"
3430131033642,"Internal","Full-time","English speaking background","Overseas","Humanities, culture and social sciences","Undergraduate","Pass course helps me a lot","OK"
3430131033643,"Internal","Full-time","English speaking background","Overseas","Engineering","Undergraduate","Cash flow statement part may be needed more weeks to discuss.","OK"
3430131033644,"Internal","Full-time","English speaking background","Overseas","Business and management","Undergraduate","She can use clear and easy way to make me understand different concept.","OK"
3430131033645,"Internal","Full-time","English speaking background","Overseas","Engineering","Undergraduate","The vibe of seminar is engaging","OK"
3430131033646,"Internal","Full-time","English speaking background","Overseas","Medicine","Undergraduate","patient gentle beautiful and professional","Appearance"
3430131033647,"Internal","Full-time","English speaking background","Overseas","Communications","Undergraduate","please please please prepare better slides for lectures. more content, better structure, clearer definition, more examples!!!!!!!!!
pease please please try to give better lectures, cause sometimes we don't understand what you are talking about due to both lack of prior basic knowledge and accent!!!!!!!!","Cultural"
3430131033648,"Internal","Full-time","English speaking background","Overseas","Medicine","Undergraduate","To Dr X, with all due respect, with all due respect, with all due respect
please, please improve your general ability as to talking, giving speeches, explaining things.
please, please, learn from Professor X, learn how to teach.
I think giving lecture is an important part of your job as a lecturer in this class. And to be honest, you are doing it terribly, and it affects EVERY student in this class.
It's not about accent, not at all, every teacher in unsw has his/her accent.
1. There are simply too many ""background noise"", useless information in your talking.
2. You skip explaining some of the important definitions, or barely, vaguely poorly explain it.
3. Your logic is confusing; you often repeat yourself several times in a sentence without making things clear.
I find myself having to listen to the same part over and over and over again and still failing to understand what are you talking about.
I find myself frustrated, tired, painful in the process of learning.
And I know that veryone has things they are good at and things they are not good at, which is perfectly normal. Therefore, If this is truly difficult for you, perhaps you should let another teacher handle it.
(I believe you are a wonderful reseacher in your area and I respect you as a person and absolutely have no bias or negative thoughts about you.)
About assessment:
It's poorly structured.
The lab is more about coding, which is simply not taught in the lectures. Students come from different background, some of us find it not relevant and hard to finish without a lot of help.
And group project, I don't even want to talk about group project. I almost feel like we are learning Machine learning or deep learning instead of computer vision.
I feel like the task is too big, not closely relevant, especially difficult because of the requirement of group effort.","Language"
3430131033649,"Internal","Full-time","English speaking background","Overseas","Medicine","Undergraduate","Useless feedback","Language"
3430131033650,"Internal","Full-time","English speaking background","Overseas","Pharmacy","Undergraduate","Teacher's patient and the good course structure.","OK"
3430131033651,"Internal","Full-time","English speaking background","Overseas","Health services and support","Undergraduate","patient, profession, every lecture is well prepared and has a perfect rhythm that make it interesting.","OK"
3430131033652,"Internal","Full-time","English speaking background","Overseas","Humanities, culture and social sciences","Undergraduate","Teaching staff and assessment tasks. During the workshops, the technical staff were more valuable than the teaching staff. The teaching staff weren't as knowledgeable and were asking the technical staff for help which wasn't promising. My tutor often got sidetracked during tutorials, and conducted X poorly. They interrupted students during their pitches, rudely at times, and rushed the last few students as class was almost over. I also didn't appreciate that 60% of my mark was a group assignment, especially because I was grouped with people whose skillset differed significantly from mine. It should've been an independent task. All that said, while I went into this course intending to sub-specialise in Screen Production, I won't be anymore.","OK"
3430131033653,"Internal","Full-time","English speaking background","Overseas","Medicine","Undergraduate","The accent","Cultural"
3430131033654,"Internal","Full-time","English speaking background","Overseas","Medicine","Undergraduate","He could be quite boring at times and he went off on a tangent at times.","Language"
3430131033655,"Internal","Full-time","English speaking background","Overseas","Psychology","Undergraduate","This lecturer was boring, and he was very difficult to understand, making it very hard for me in my revision.","Language"
3430131033656,"Internal","Full-time","English speaking background","Overseas","Science and mathematics","Undergraduate","Does lose patience a bit, but it’s more adorable than terrifying","Language"
3430131033657,"Internal","Full-time","English speaking background","Overseas","Business and management","Undergraduate","The course provides comprehensive materials on integrated reporting and stimulate my interests in the subject","OK"
3430131033658,"Internal","Full-time","English speaking background","Overseas","Medicine","Undergraduate","Please re-evaluate the group work. As a professional myself, I am aware that it aims to encourage teamwork which is a crucial skill. However, the team can only work well if everyone is willing to put the work. In this class, I notice that many people don't really put their attention on the lecture and group work. My team member is always playing games during the lecture. Hence, it is very difficult to discuss about the weekly hand-ins or final assignment because they don't really understand about the course materials. I understand their English is limited and I would be very happy to help them in that regards, but the problem is not English, it is just they do not care about the subject or the knowledge. I asked them why they took this course, and they replied ""It looks easier compared to other course because there is no exam"".
It's better to make it an individual assignment, or if it's impossible, please make it so that we can each choose our own group members. That way, we can talk with other people in the class and find people with similar interests to work accordingly.","OK"
3430131033659,"Internal","Full-time","English speaking background","Overseas","Computing and Information Systems","Undergraduate","X is a very experienced lecturer. I am glad to learn about integrated reporting from an expert.","OK"
3430131033660,"Internal","Full-time","English speaking background","Overseas","Science and mathematics","Undergraduate","Probably using a microphone will be better because sometimes the voice is lost from the back of the class. It will also help in the recordings, useful for students to rewatch the lecture.","OK"
3430131033661,"Internal","Full-time","English speaking background","Overseas","Humanities, culture and social sciences","Undergraduate","The assignment feedback should highlight what can be improved by the students, instead of just telling them ""This is good, or this is bad"" with no explanation on how to improve.
The lecturer should use a microphone during the lecture.
Please fix any issue with recordings and ensure that it is available for students to rewatch and relearn the subject.
Instead of holding an in-class activity where the same students always speak every week (low participation from other students), it should be replaced by an in-class tutorial using excel to familiarise students with greenhouse gas accounting (example of Week 4 - Carbon Accounting)","OK"
3430131033662,"Internal","Full-time","English speaking background","Overseas","Law and paralegal studies","Undergraduate","The voice is sometimes not heard from the other side of the class, better to use a microphone.","OK"
3430131033663,"Internal","Full-time","English speaking background","Overseas","Business and management","Undergraduate","Not trying to be offensive, X is well known in the engineering student community as not a good teacher. The wording, pronunciation and accent of the lectures makes it incredibly hard to follow, most people end up giving up on lectures and just relying on the slides and the wks. I understand that lecturers are chosen by their work and research, but this doesn't always translate to teaching quality.","Cultural"
3430131033664,"Internal","Full-time","English speaking background","Overseas","Humanities, culture and social sciences","Undergraduate","I really like your teaching style!","OK"
3430131033665,"Internal","Full-time","English speaking background","Overseas","Creative arts","Postgraduate (Coursework)","The teacher is very serious and responsible.","OK"
3430131033666,"Internal","Full-time","English speaking background","Overseas","Teacher education","Postgraduate (Coursework)","He is a very nice teacher. He always guides us to solve learning problems. He is very serious and responsible.","OK"
3430131033667,"Internal","Full-time","English speaking background","Overseas","Business and management","Postgraduate (Coursework)","- Overall course appeared quite disorganised with unclear instructions and directions
- Level of interaction and participation with fellow students were limited during classes, with conversations often dominated by a limited number of students
- Classes often ran out of time to get through all content due to off-topic discussions
- Readings and Moodle content didn't provide a lot of deep learning outcomes and ""aha"" moments.
- A lot of content and discussions focussed on the problems/challenges we face in decarbonising rather that a strong focus on how we can fix the problem(s)","OK"
3430131033668,"Internal","Full-time","English speaking background","Overseas","Architecture and built environment","Postgraduate (Coursework)","clear structure of each week topic","OK"
3430131033669,"Internal","Full-time","English speaking background","Overseas","Law and paralegal studies","Postgraduate (Coursework)","Be very very kind and encourage me to confidently answer questions
She is like my dear mom.
Thank you and love you, X😘😘😘😘","OK"
3430131033670,"Internal","Full-time","English speaking background","Overseas","Communications","Postgraduate (Coursework)","Good explanation of the content","OK"
3430131033671,"Internal","Full-time","English speaking background","Overseas","Law and paralegal studies","Postgraduate (Coursework)","Nice the teacher","OK"
3430131033672,"Internal","Full-time","English speaking background","Overseas","Business and management","Postgraduate (Coursework)","Nice","OK"
3430131033673,"Internal","Full-time","English speaking background","Overseas","Business and management","Postgraduate (Coursework)","always encourage students to participate in the class","OK"
3430131033674,"Internal","Full-time","English speaking background","Overseas","Architecture and built environment","Postgraduate (Coursework)","Group work","OK"
3430131033675,"Internal","Full-time","English speaking background","Overseas","Engineering","Postgraduate (Research)","English accent","Cultural"
3430131033676,"Internal","Full-time","English speaking background","Overseas","Health services and support","Postgraduate (Research)","She would be very patient with our questions.","OK"
3430131033677,"Internal","Full-time","English speaking background","Overseas","Engineering","Postgraduate (Research)","interesting
The classes are fun and the classroom is always pleasant.","OK"
3430131033678,"Internal","Full-time","English speaking background","Overseas","Science and mathematics","Postgraduate (Research)","Breaking the course up. There is so much content crammed into 7 weeks (because we lose 1 week for flex week, and there's no new content in weeks 5 and 10). If the spot tests weren't in the term then the content could be spread out a little bit more. Maybe keeping the spot test in week 5 and moving the week 10 one to the exam block to space out the info. It's really overwhelming particularly given that we are currently doing introductory anatomy along side advanced anatomy. There's not a lot of time to revise one weeks worth of content before we move onto the next weeks work.","OK"
3430131033679,"Internal","Full-time","English speaking background","Overseas","Humanities, culture and social sciences","Postgraduate (Research)","her extensive knowledge and enthusiasm on the content. She has made the content fun and light-hearted, making relatable jokes to help us engage with the content more.","OK"
